id,name,description
works/78795,Cold comfort: Australia's nuclear responsibilities,1987 film by Jack White
works/109794,Lullaby,2002 film
works/68504,Hobart,1966 film by Donald Anderson
works/69697,Life of a Philippine family,1957 film
works/66212,Cockpit drill,1962 film
works/90322,Export action. no. 39,1965 film
works/99191,Look at me! I'm three,1988 film
works/68916,Industrial journey,1962 film
works/72025,Radio broadcasting today,1948 film
works/98082,Linda's film on menstruation,1974 film by Linda Feferman
works/68215,Greg Wain: Potter,1978 film by Terry McMahon
works/64841,Apollo 17: on the shoulder of giants,film
works/74975,The Year of the wildebeeste,1975 film by Alan Root
works/70427,Mirror of Germany. No. 177,1969 film
works/73278,Straight talk on eye safety,1969 film
works/77389,Under the one roof,1983 film
works/71228,The Other Face of the Island,1970 film by John M. Bale
works/85285,Rockets and reindeer,1993 film by Bo-Erik Gyberg
works/80917,Scouts: the rise of the world scouting movement,1987 film by Michael Dana Murphy
works/97370,Petronella,1978 film
works/70456,Mirror of Germany. No. 207,1972 film
works/117701,Day One,2016 film
works/85792,Thinking and writing about film,1994 film by Richard Smigielski
works/110445,Penny and PJ: Field Trip,2005 film
works/93217,Minute movie masterpieces: 30 film classics in 30 minutes,1989 film by Cliff Notes
works/65736,The Camera at school,1975 film by Michael Alexander
works/65042,Neutron smashing: the discovery of the atom,1947 film by Derek Mayne
works/86430,Lady Reading and the W.V.S,1961 film by Gordon Hacks
works/70848,The New instructor,1963 film by Dick Need
works/109212,Best friend shot,2002 film
works/75919,The School is not an island,1976 film by Chris Noonan
works/68511,The Hoffnung maestro,1965 film
works/116481,Chaval,1971 film by Mario Ruspoli
works/108207,Wormholes,1993 film
works/77241,Opus: impressions of British art and culture,1967 film by Don Levy
works/72804,The Sick Stockrider,1913 film
works/72059,Rarotonga,1978 film
works/97246,The Last wild river,1978 film
works/96621,Medbourne Primary School,1970 film by Henry Felt
works/66975,Each child is different,1953 film
works/99234,Beneath our feet. Parts 1-3,1988 film by Bob Scarfe
works/98434,That Somers feeling,1984 film by Diane O'Connor
works/67276,The Evolution of vascular plants: the ferns,1962 film
works/85967,Southern Belle. Part 2,film by Greg Grainger
works/69895,Look to the land,1954 film
works/75195,Music for Guitar: John Williams and Julian Bream,film
works/89131,The Company of officer cadets,1968 film by Phillip Mark-Law
works/116732,Channel Seven Sport : Up There Cazaly,1980 film
works/88129,France panorama.,1973 film
works/77161,Drugs: some get busted,1982 film
works/110590,Turner girl,NOV 2006 film
works/84702,"New, newer, newest",1989 film
works/74733,Why drown?,1966 film by Albert McCleery
works/64529,Adolescence and learning disabilities,1975 film by Thomas G. Gregory
works/84635,Witness to the American experience,1977 film by David Hopwood
works/76662,Parenting: stress and the child,1981 film by Antonio Colacino
works/80635,High Ground,1989 film by John McIntosh
works/90115,France panorama.,1972 film
works/98650,Life's a risky business,1984 film
works/88988,Exploring our solar system,1990 film by Sidney Platt
works/110546,Not just me,2005 film
works/95478,Bernice bobs her hair,1976 film by Joan Micklin Silver
works/88630,The Golden leaf,1955 film
works/72402,Rural life of Mexico,1945 film
works/68213,Greenland recent geophysical research,1957 film
works/69032,Introducing the atom,1955 film
works/67524,Fips the trouble maker,1955 film by Johannes Hempel
works/96510,Maria of the Pueblos,1971 film
works/99293,Zoo Dance,1989 film by Tony Paice
works/96455,Mister Prime Minister: John Curtin,1966 film by Tom Haydon
works/69719,Lifting,1943 film by George Wynn
works/71664,Please can I come tomorrow?,1970 film
works/80385,When night comes,1988 film by Bob Kane
works/70986,"The Nose, throat and ears",1947 film
works/85552,Australian diary. No. 101,1957 film by Jack S. Allan
works/114122,Et cetera. Episode 3,1999 film by David McLauchlan
works/108965,Short cuts. Magic movie screens: from vacuum cleaning to Plumper's dance party,2001 film
works/81379,More Winners : Boy Soldiers,1990 film by Mark Joffe
works/65986,Checking and replacing a float valve,1945 film by F.E. Brooker
works/73638,Texture in painting,1963 film
works/71994,Quest for oil,1966 film by Christopher McCullough
works/89191,Water and romi,1991 film by Garin Nugroho
works/90787,How did she do it? A literary enquiry into the worldwide appeal of Agatha Christie,1986 film by Toby Wallis
works/109801,"Brace, brace",2002 film
works/72969,Soil conservation for the Snowy Mountains Scheme,1962 film
works/64791,Animals without backbones,1965 film
works/117129,The Tyger,APR 2008 film
works/91922,France panorama.,1970 film
works/88087,Kangaroo Island,1968 film by J.A. Correll
works/79901,Get us kids out of here,1976 film
works/76998,A Fighting chance,1982 film
works/77973,The Trial,1963 film by Orson Welles
works/65915,Chains of circumstance,1972 film
works/69033,Introducing the diesel engine,1967 film
works/65645,Brown coal to kilowatts,1950 film
works/72200,Rex: Alienated youth,1974 film
works/75164,Erte,1978 film
works/73388,Supply and drainage ditches,1957 film by J.J. Walker
works/73593,Television production planning,"1968 film by Duncan Griffin-Beale, Ian Curtis"
works/85838,Food Victoria: a whole world of food,1996 film
works/74855,Wood finishes: preparing the surface,1947 film
works/116518,Setting the scene iPod tour: designer interviews,30 OCT 2008 film
works/74418,A Voice to be heard,1974 film by Greg Reading
works/92948,A Star is lost,1974 film by John Howe
works/70757,National Folk Festival. Part 1,1949 film
works/69073,The Intruders: cockroaches,1961 film
works/95880,Journey into time,1958 film by Victor Shneyderov
works/98686,Career package,film by Ted Robinson
works/87251,Masseur,1998 film by John O'Brien
works/73397,Surf sail,1978 film by Sam Neill
works/75367,Outback supply,1977 film by David Haythornthwaite
works/109311,Talks: a Natimuk Primary School animation,2003 film
works/72238,The Right Track,1967 film by Sidney Milstein
works/67912,Community centres,1975 film by Brian Bergin
works/108552,Evictions,1979 film by Richard Lowenstein
works/95451,Superstars in concert,1973 film by Peter Clifton
works/69005,Intimations talks to Richard Lester,1966 film
works/79555,A Tribute to James Cagney. 'Great guy'. 'Blood on the sun,1945 film by Frank Lloyd
works/80355,The Penguin Video,1988 film
works/74884,The Work of Kew gardens,1955 film by A.E.C. Hopkins
works/96511,A meal at Francis',1970 film
works/90511,Twelve monkeys,1995 film
works/96847,The Man and the snake,1975 film by Sture Rydman
works/90912,The Moka festival,1950 film
works/97439,And we're going. 4. To Toledo,1969 film
works/90379,Monsieur Verdoux: a comedy of murder,1947 film by Charles Chaplin
works/109299,Copping Music,film
works/69767,Listening beyond words,1973 film by Keith J. Atkinson
works/67108,Elements of survival. Part 1. Populations,1974 film by Doug Lower
works/74886,The Work of running water,1939 film
works/75992,Incest: the victim nobody believes,1976 film
works/67987,The Gentle art of film projection,1950 film by Donald Peters
works/84857,Precision aikido 2,1995 film by Michael Field
works/65967,Charlemagne: holy barbarian,1969 film by Victor Vicas
works/97737,Tale of a TV mouse,1979 film by Gregory Williams
works/91011,Blood transfusion,1947 film by H.M. Nieter
works/109651,RSC student diary 1,2004 film
works/66677,Deep threat,1977 film by Don Arioli
works/71555,Picture in your mind,1949 film by Philip Stapp
works/109320,Youth Cinesonic 2000: Mall boy,film
works/84612,Imperial stone: the art of Rome,1989 film by Bayley Silleck
works/90636,Machines,1946 film by Donald Mulholland
works/67838,Friend and foe,1972 film by Philip Owtram
works/70755,National capital,1946 film
works/76901,Bike style,1980 film
works/69280,Jose Iturbi. Part 2. Harpsichord,1940 film by Reginald le Borg
works/89027,Dealing with office fires,1995 film
works/89981,Voronet,1960 film
works/78797,Battle for Warsaw,film by Peter Batty
works/65315,Beginning to swim,1976 film by T.E. Sanders
works/66892,Dorothy Heathcote talks to teachers. Pt. 1,1973 film
works/87675,Women want...,1975 film by George Kaczender
works/120354,An interview with Patrick Bourke,2011 film
works/96365,Heroin,1971 film by Richard Scott
works/75079,Zoo baby animals,1960 film
works/76307,Adventures,1968 film by Michael Rubbo
works/94175,One summer again. Ep. 1,1984 film by Mark Callan
works/64670,All our tomorrows,film by Rosalind Eduemon
works/74616,What comes out of the blast furnace?,1952 film by John Wiles
works/118016,Go Bang – PNAU,2017 film
works/98266,Animals that build,1983 film by Sidney Platt
works/73185,Steel and atomic energy,1954 film
works/72726,The Shape of plastics,1962 film by Alan Pendry
works/68955,An Inquiry into the growth of American cities,1971 film
works/76057,Bantu tribes of Southern Africa,1971 film
works/84408,Ground water,1992 film by Robert Lattanzio
works/68263,Habitat UK 76,1976 film by Anthony Wilkinson
works/69902,Looking at animals: cattle,1972 film by Peter Boulton
works/70397,Mine on Channel Reef,1976 film by Vincent Donovan
works/82011,Plants in action,1983 film
works/110435,The Block,2005 film
works/70173,Great Barrier Reef: marvels in miniature,1950 film
works/81621,Pieces in the Puzzle,1989 film by Christine Sammers
works/77042,The Work That Was. Parts 1 & 2,1979 film
works/80371,Brothers Manakia - Pioneers of Greek and Balkan Cinema,1988 film by Kostas Andritos
works/67955,The Gas turbine,1954 film by Peter De Normanville
works/92229,Glimpses of Australia.,1930 film
works/76233,The Magic Trumpet,1963 film by Dusan Marek
works/92220,The Man you know,1984 film by Steve Jacobs
works/72933,The Snow queen,1975 film by Kazuhiko Watanabe
works/74883,"Work study: work measurement, basic principles",1968 film
works/76138,"Penalty kicks, free kicks and goal keeping",1973 film by Sal Lanza
works/85467,Badminton fundamentals,1950 film
works/79194,There's a hippopotamus on our roof eating cake,film
works/81024,Rolf Harris: How to Draw Fun Cartoons,1987 film
works/72374,Royal Scotland,1952 film
works/98612,Duane Hanson,1979 film by Ian Sharp
works/114533,Landscape as Character,film
works/78351,A Wet tale,1976 film by Bozena Mozisova
works/84410,Glaciers,1992 film by Robert Lattanzio
works/99222,Smoking....today's problem,1984 film
works/87805,V.T.R. Rosedale,1974 film
works/96302,Percussion sounds,1968 film by Pieter Van Deusen
works/65491,Blindness,1964 film by Morten Parker
works/73312,Heat treatment,1957 film by Robin Cantelon
works/98446,Advertising: a mixed blessing,1983 film
works/77956,The Panda's boutique,1982 film
works/75884,Play the game,1980 film by Colin Pym
works/67568,First year A.D.,1975 film
works/96154,Australian diary. No. 013,1948 film
works/77390,Reaching out,1983 film by Cynthia Connop
works/86288,Measuring matter: Volume 1,1994 film
works/78900,Money matters,1987 film
works/67588,Fitting and machining,1967 film
works/78458,Rendezvous,1984 film
works/108036,Synthetics. Volume 4,2000 film
works/77933,No complaints as such,1983 film by Nick Torrens
works/95074,Dogwatch,1999 film by Laurie McInnes
works/88782,Flood,1980 film
works/82332,"Donald Friend - artist, author, wit, 1915-1989: the prodigal Australian",1990 film by Don Bennetts
works/95853,Space science: an introduction,1964 film
works/96649,They smell different,1975 film by Suzanne Baker
works/66136,The City changes,1971 film
works/89548,Port of Tyne,1965 film
works/66937,The Dropout,1963 film by Henwar Rodakiewicz
works/65134,Australian lizards,1974 film
works/68567,Hot earth,1954 film
works/97563,Meat and poultry: how to select them,1976 film by Bruce A. Block
works/89704,Pacific hitchhike,1944 film by Peter Hennessy
works/80649,Roland Robinson,1984 film by Richard Tipping
works/67943,Garden,1971 film by Christopher Nutter
works/74752,The Wide window of Mr. Malone,1950 film by George Pitt
works/87458,Nighthawks. What can I do with a male nude?,1978 film
works/75047,Your obedient servant,1967 film
works/120096,The Oscars slap,29 MAR 2022 film
works/64636,Albury: year round holiday centre,1970 film
works/71196,Options,1973 film
works/71172,Open window,1972 film by Richard Patterson
works/98084,Footnotes to a war,1980 film
works/75409,The Inhabited man,1978 film by John Dick
works/70004,Magnetism,1950 film by John Durst
works/67652,Fly about the house,1949 film
works/117363,On the road again,JUN 2011 film
works/88043,New mineral detector,1980 film
works/78221,Living in Two Worlds,film
works/86500,The Terence Davies trilogy: children: Madonna and child: death and transfiguration,film by Terence Davies
works/97833,Image and screen,1979 film
works/76472,Beara,1979 film by Paddy Carey
works/97944,About sharks,1981 film
works/109382,Rain check on Christmas,2003 film
works/65695,Busy hands,1954 film by A Bhaskarrao
works/75937,Operation skilltest,1980 film by Robert Walker
works/117599,Need to achieve,1962 film
works/70756,The National driver's test,1965 film by Vern Diamond
works/87988,Dangerous charter,1962 film by Robert Gottschalk
works/73654,Their campus the sea,1967 film
works/97535,The Art of the potter,1972 film by David Outerbridge
works/99329,Unemployment,1984 film
works/69877,The Long journey,1955 film
works/80736,Petunia,1971 film
works/90824,Star musical,1942 film
works/73631,Testing intelligence with the Stanford-Binet,1950 film
works/68291,Handling dangerous chemicals: bases,1970 film
works/68130,Golf the Australian way,1973 film by Don Murray
works/74748,Why won't Tommy eat?,1948 film by Judith Crawley
works/72992,Some women of Marrakech,1976 film by Melissa L. Davies
works/90002,Profiles of elementary physical education,1958 film
